function	topins()	["trigger", "plpgsql", "v", "u", false, false, false, false, "\n                        BEGIN\n                            UPDATE groups SET stat3=stat3+1 WHERE groups.id = NEW.groupid;\n                            UPDATE topics SET lastmod=CURRENT_TIMESTAMP WHERE id = NEW.id;\n                            IF NEW.userid != 2 THEN\n                              INSERT INTO memories (userid, topic) VALUES (NEW.userid, NEW.id);\n                            END IF;\n                            RETURN NULL;\n                        END;\n                        ", null]
function	update_monthly_stats()	["timestamp without time zone", "plpgsql", "v", "u", false, false, false, false, "\nbegin\ndelete from monthly_stats;\ninsert into monthly_stats ( select section, date_part('year', postdate) as year, date_part('month', postdate) as month, count(topics.id) as c from topics, groups, sections where topics.groupid=groups.id and groups.section=sections.id and (topics.moderate or not sections.moderate) and not deleted group by section, year, month);\ninsert into monthly_stats (section, groupid, year, month, c)  ( select section, groupid, date_part('year', postdate) as year, date_part('month', postdate) as month, count(topics.id) as c from topics, groups, sections where topics.groupid=groups.id and groups.section=sections.id and (topics.moderate or not sections.moderate) and not deleted group by section, groupid, year, month);\nreturn CURRENT_TIMESTAMP;\nend;\n", null]
grant	function.comins().linuxweb.EXECUTE	[true]
grant	function.create_user_agent(character varying).linuxweb.EXECUTE	[true]
grant	function.get_branch_authors(comment integer).linuxweb.EXECUTE	[true]
grant	function.get_title(bigint).linuxweb.EXECUTE	[true]
grant	function.msgdel().linuxweb.EXECUTE	[true]
grant	function.msgundel().linuxweb.EXECUTE	[true]
grant	function.new_event().linuxweb.EXECUTE	[true]
grant	function.normalize_email(email text).linuxweb.EXECUTE	[true]
grant	function.stat_update().linuxweb.EXECUTE	[true]
grant	function.stat_update2().linuxweb.EXECUTE	[true]
grant	function.topins().linuxweb.EXECUTE	[true]
grant	function.update_monthly_stats().linuxweb.EXECUTE	[true]
grant	schema.public.linuxweb.USAGE	[true]
grant	sequence.edit_info_id_seq.linuxweb.SELECT	[true]
grant	sequence.edit_info_id_seq.linuxweb.UPDATE	[true]
grant	sequence.images_id_seq.linuxweb.UPDATE	[true]
grant	sequence.memories_id_seq.linuxweb.SELECT	[true]
grant	sequence.memories_id_seq.linuxweb.UPDATE	[true]
grant	sequence.s_guid.linuxweb.SELECT	[true]
grant	sequence.s_guid.linuxweb.UPDATE	[true]
grant	sequence.s_msgid.linuxweb.SELECT	[true]
grant	sequence.s_msgid.linuxweb.UPDATE	[true]
grant	sequence.s_msgid.linuxweb.USAGE	[true]
grant	sequence.s_uid.linuxweb.SELECT	[true]
grant	sequence.s_uid.linuxweb.UPDATE	[true]
grant	sequence.tags_values_id_seq.linuxweb.UPDATE	[true]
grant	sequence.user_agents_id_seq.linuxweb.UPDATE	[true]
grant	sequence.user_events_id_seq.linuxweb.SELECT	[true]
grant	sequence.user_events_id_seq.linuxweb.UPDATE	[true]
grant	sequence.user_events_id_seq.linuxweb.USAGE	[true]
grant	sequence.user_log_id_seq.linuxweb.USAGE	[true]
grant	sequence.user_remarks_id_seq.linuxweb.UPDATE	[true]
grant	sequence.vote_id.linuxweb.UPDATE	[true]
grant	sequence.votes_id.linuxweb.UPDATE	[true]
grant	table.adv_counts.linuxweb.INSERT	[true]
grant	table.adv_counts.linuxweb.SELECT	[true]
grant	table.adv_counts.linuxweb.UPDATE	[true]
grant	table.b_ips.linuxweb.DELETE	[true]
grant	table.b_ips.linuxweb.INSERT	[true]
grant	table.b_ips.linuxweb.SELECT	[true]
grant	table.b_ips.linuxweb.UPDATE	[true]
grant	table.ban_info.linuxweb.DELETE	[true]
grant	table.ban_info.linuxweb.INSERT	[true]
grant	table.ban_info.linuxweb.REFERENCES	[true]
grant	table.ban_info.linuxweb.SELECT	[true]
grant	table.ban_info.linuxweb.TRIGGER	[true]
grant	table.ban_info.linuxweb.TRUNCATE	[true]
grant	table.ban_info.linuxweb.UPDATE	[true]
grant	table.comments.linuxweb.DELETE	[true]
grant	table.comments.linuxweb.INSERT	[true]
grant	table.comments.linuxweb.SELECT	[true]
grant	table.comments.linuxweb.UPDATE	[true]
grant	table.del_info.linuxweb.DELETE	[true]
grant	table.del_info.linuxweb.INSERT	[true]
grant	table.del_info.linuxweb.SELECT	[true]
grant	table.del_info.linuxweb.UPDATE	[true]
grant	table.edit_info.linuxweb.INSERT	[true]
grant	table.edit_info.linuxweb.SELECT	[true]
grant	table.edit_info.linuxweb.UPDATE	[true]
