methods,path,spring_path,params,headers,consumes,produces,controller,handler,source_language,response_body,response_kind,response_status,response_content_types,request_params,path_variables,model_attributes,controller_model_attributes,controller_exception_handlers,form_fields,model_keys,view_names,source,line,annotation,class_annotation
ANY,/,/,,,,,MainPageController,mainPage,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/index.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,index,src/main/scala/ru/org/linux/spring/MainPageController.scala,40,"@RequestMapping(path = Array(""/"", ""/index.jsp""))",
ANY,/ExceptionResolver,/ExceptionResolver,,,,,ExceptionController,defaultExceptionHandler,scala,False,redirect-or-view,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/exception/ExceptionController.scala,27,"@RequestMapping(Array(""/ExceptionResolver""))",
ANY,/about,/about,,,,,ServerInfoController,serverInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/server.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,server,src/main/scala/ru/org/linux/spring/ServerInfoController.scala,26,"@RequestMapping(Array(""/about""))",
GET,/activate,/activate,,,,,RegisterController,activateForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/activate.jsp page directive"",""confidence"":""high""}]","[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""activation"",""parameter"":""activation"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,activate,src/main/scala/ru/org/linux/user/RegisterController.scala,117,"@RequestMapping(value = Array(""/activate"", ""/activate.jsp""), method = Array(RequestMethod.GET))",
POST,/activate,/activate,action,,,,RegisterController,activateNew,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/activate.jsp page directive"",""confidence"":""high""}]","[{""name"":""activation"",""parameter"":""activation"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""passwd"",""parameter"":""passwd"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,activate,src/main/scala/ru/org/linux/user/RegisterController.scala,123,"@RequestMapping(value = Array(""/activate"", ""/activate.jsp""), method = Array(RequestMethod.POST), params = Array(""action""))",
POST,/activate,/activate,!action,,,,RegisterController,activate,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/activate.jsp page directive"",""confidence"":""high""}]","[{""name"":""activation"",""parameter"":""activation"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,activate,src/main/scala/ru/org/linux/user/RegisterController.scala,172,"@RequestMapping(value = Array(""/activate"", ""/activate.jsp""), method = Array(RequestMethod.POST), params = Array(""!action""))",
GET,/activate.jsp,/activate.jsp,,,,,RegisterController,activateForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/activate.jsp page directive"",""confidence"":""high""}]","[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""activation"",""parameter"":""activation"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,activate,src/main/scala/ru/org/linux/user/RegisterController.scala,117,"@RequestMapping(value = Array(""/activate"", ""/activate.jsp""), method = Array(RequestMethod.GET))",
POST,/activate.jsp,/activate.jsp,action,,,,RegisterController,activateNew,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/activate.jsp page directive"",""confidence"":""high""}]","[{""name"":""activation"",""parameter"":""activation"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""passwd"",""parameter"":""passwd"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,activate,src/main/scala/ru/org/linux/user/RegisterController.scala,123,"@RequestMapping(value = Array(""/activate"", ""/activate.jsp""), method = Array(RequestMethod.POST), params = Array(""action""))",
POST,/activate.jsp,/activate.jsp,!action,,,,RegisterController,activate,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/activate.jsp page directive"",""confidence"":""high""}]","[{""name"":""activation"",""parameter"":""activation"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,activate,src/main/scala/ru/org/linux/user/RegisterController.scala,172,"@RequestMapping(value = Array(""/activate"", ""/activate.jsp""), method = Array(RequestMethod.POST), params = Array(""!action""))",
ANY,/add-section.jsp,/add-section.jsp,section,,,,AddTopicController,showFormWithSection,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/add-section.jsp page directive"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""tag"",""parameter"":""tag"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,add-section,src/main/scala/ru/org/linux/topic/AddTopicController.scala,318,"@RequestMapping(path = Array(""/add-section.jsp""), params = Array(""section""))",
ANY,/add-section.jsp,/add-section.jsp,!section,,,,AddTopicController,showFormAllSections,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/add-section.jsp page directive"",""confidence"":""high""}]","[{""name"":""tag"",""parameter"":""tag"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,add-section,src/main/scala/ru/org/linux/topic/AddTopicController.scala,383,"@RequestMapping(path = Array(""/add-section.jsp""), params = Array(""!section""))",
GET,/add.jsp,/add.jsp,,,,,AddTopicController,add,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/add.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""form"",""parameter"":""form"",""type"":""AddTopicRequest"",""fields"":[""allowAnonymous"",""draft"",""group"",""images"",""linktext"",""msg"",""multiSelect"",""nick"",""noinfo"",""password"",""poll"",""preview"",""tags"",""title"",""uploadedImages"",""url""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]","allowAnonymous,draft,group,images,linktext,msg,multiSelect,nick,noinfo,password,poll,preview,tags,title,uploadedImages,url",,add,src/main/scala/ru/org/linux/topic/AddTopicController.scala,134,"@RequestMapping(value = Array(""/add.jsp""), method = Array(RequestMethod.GET))",
POST,/add.jsp,/add.jsp,,,,,AddTopicController,doAdd,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/add.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""form"",""parameter"":""form"",""type"":""AddTopicRequest"",""fields"":[""allowAnonymous"",""draft"",""group"",""images"",""linktext"",""msg"",""multiSelect"",""nick"",""noinfo"",""password"",""poll"",""preview"",""tags"",""title"",""uploadedImages"",""url""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]","allowAnonymous,draft,group,images,linktext,msg,multiSelect,nick,noinfo,password,poll,preview,tags,title,uploadedImages,url",,add,src/main/scala/ru/org/linux/topic/AddTopicController.scala,183,"@RequestMapping(value = Array(""/add.jsp""), method = Array(RequestMethod.POST))",
GET,/add_comment.jsp,/add_comment.jsp,,,,,AddCommentController,showFormReply,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/add_comment.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""add"",""parameter"":""add"",""type"":""CommentRequest"",""fields"":[""msg"",""nick"",""original"",""password"",""preview"",""replyto"",""topic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"msg,nick,original,password,preview,replyto,topic",,add_comment,src/main/scala/ru/org/linux/comment/AddCommentController.scala,54,"@RequestMapping(value = Array(""/add_comment.jsp""), method = Array(RequestMethod.GET))",
POST,/add_comment.jsp,/add_comment.jsp,,,,,AddCommentController,addComment,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/add_comment.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""add"",""parameter"":""add"",""type"":""CommentRequest"",""fields"":[""msg"",""nick"",""original"",""password"",""preview"",""replyto"",""topic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"msg,nick,original,password,preview,replyto,topic",,add_comment,src/main/scala/ru/org/linux/comment/AddCommentController.scala,89,"@RequestMapping(value = Array(""/add_comment.jsp""), method = Array(RequestMethod.POST))",
POST,/add_comment_ajax,/add_comment_ajax,,,,application/json; charset=UTF-8,AddCommentController,addCommentAjax,scala,True,json,,"[{""value"":""application/json; charset=UTF-8"",""source"":""RequestMapping.produces"",""confidence"":""high""}]",[],[],"[{""name"":""add"",""parameter"":""add"",""type"":""CommentRequest"",""fields"":[""msg"",""nick"",""original"",""password"",""preview"",""replyto"",""topic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"msg,nick,original,password,preview,replyto,topic",,,src/main/scala/ru/org/linux/comment/AddCommentController.scala,136,"@RequestMapping(value = Array(""/add_comment_ajax""), produces = Array(""application/json; charset=UTF-8""), method = Array(RequestMethod.POST))",
GET,/addphoto.jsp,/addphoto.jsp,,,,,UserpicController,showForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/addphoto.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,addphoto,src/main/scala/ru/org/linux/user/UserpicController.scala,45,"@RequestMapping(value = Array(""/addphoto.jsp""), method = Array(RequestMethod.GET))",
POST,/addphoto.jsp,/addphoto.jsp,,,,,UserpicController,addPhoto,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/addphoto.jsp page directive"",""confidence"":""high""}]","[{""name"":""file"",""parameter"":""file"",""type"":""MultipartFile"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,addphoto,src/main/scala/ru/org/linux/user/UserpicController.scala,52,"@RequestMapping(value = Array(""/addphoto.jsp""), method = Array(RequestMethod.POST))",
ANY,/admin/email-domains,/admin/email-domains,,,,,EmailDomainsBlockController,list,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/email-domains.jsp page directive"",""confidence"":""high""}]","[{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,email-domains,src/main/scala/ru/org/linux/admin/EmailDomainsBlockController.scala,48,"@RequestMapping(Array(""/admin/email-domains""))",
POST,/admin/email-domains/add,/admin/email-domains/add,,,,,EmailDomainsBlockController,add,scala,False,redirect-or-view,,[],"[{""name"":""domain"",""parameter"":""domain"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/admin/EmailDomainsBlockController.scala,83,"@RequestMapping(value = Array(""/admin/email-domains/add""), method = Array(RequestMethod.POST))",
POST,/admin/email-domains/delete,/admin/email-domains/delete,,,,,EmailDomainsBlockController,delete,scala,False,redirect-or-view,,[],"[{""name"":""domain"",""parameter"":""domain"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/admin/EmailDomainsBlockController.scala,97,"@RequestMapping(value = Array(""/admin/email-domains/delete""), method = Array(RequestMethod.POST))",
GET,/admin/geoip,/admin/geoip,,,,,GeoLocationController,geoip,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""ip"",""parameter"":""ip"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/auth/GeoLocationController.scala,24,"@RequestMapping(value = Array(""/admin/geoip""), method = Array(RequestMethod.GET))",
POST,/admin/search-reindex,/admin/search-reindex,action=all,,,,SearchControlController,reindexAll,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,action-done,src/main/scala/ru/org/linux/search/SearchControlController.scala,28,"@RequestMapping(value = Array(""/admin/search-reindex""), method = Array(RequestMethod.POST), params = Array(""action=all""))",
POST,/admin/search-reindex,/admin/search-reindex,action=current,,,,SearchControlController,reindexCurrentMonth,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,action-done,src/main/scala/ru/org/linux/search/SearchControlController.scala,51,"@RequestMapping(value = Array(""/admin/search-reindex""), method = Array(RequestMethod.POST), params = Array(""action=current""))",
GET,/admin/search-reindex,/admin/search-reindex,,,,,SearchControlController,reindex,scala,False,unknown,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/search-reindex.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,search-reindex,src/main/scala/ru/org/linux/search/SearchControlController.scala,64,"@RequestMapping(value = Array(""/admin/search-reindex""), method = Array(RequestMethod.GET))",
ANY,/articles.boxlet,/articles.boxlet,,,,,ArticlesBoxlet,getData,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/boxlets/topiclist.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,boxlets/topiclist,src/main/scala/ru/org/linux/boxlets/ArticlesBoxlet.scala,29,"@RequestMapping(path = Array(""/articles.boxlet""))",
ANY,/articles/archive,/articles/archive,,,,,ArchiveController,articlesArchive,scala,False,html-view,,[],[],[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/ArchiveController.scala,85,"@RequestMapping(path = Array(""/articles/archive""))",
ANY,/articles/{group}/{id}/history,/articles/{group}/{id}/history,,,,,EditHistoryController,showEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,35,"@RequestMapping(Array(""/news/{group}/{id}/history"", ""/forum/{group}/{id}/history"", ""/gallery/{group}/{id}/history"", ""/polls/{group}/{id}/history"", ""/articles/{group}/{id}/history""))",
ANY,/articles/{group}/{id}/{commentid}/history,/articles/{group}/{id}/{commentid}/history,,,,,EditHistoryController,showCommentEditInfo,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/history.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""id"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""commentid"",""parameter"":""commentId"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,history,src/main/scala/ru/org/linux/edithistory/EditHistoryController.scala,60,"@RequestMapping(Array(""/news/{group}/{id}/{commentid}/history"", ""/forum/{group}/{id}/{commentid}/history"", ""/gallery/{group}/{id}/{commentid}/history"", ""/polls/{group}/{id}/{commentid}/history"", ""/articles/{group}/{id}/{commentid}/history""))",
POST,/banip.jsp,/banip.jsp,,,,,BanIPController,banIP,scala,False,redirect-or-view,,[],"[{""name"":""ip"",""parameter"":""ip"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""time"",""parameter"":""time"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""allow_posting"",""parameter"":""allowPosting"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""},{""name"":""captcha_required"",""parameter"":""captchaRequired"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/auth/BanIPController.scala,34,"@RequestMapping(value = Array(""/banip.jsp""), method = Array(RequestMethod.POST))",
ANY,/check-login,/check-login,,,,,RegisterController,ajaxLoginCheck,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/RegisterController.scala,194,"@RequestMapping(path = Array(""check-login""))",
POST,/clear-warning,/clear-warning,,,,,WarningController,clear,scala,False,redirect-or-view,,[],"[{""name"":""id"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/warning/WarningController.scala,198,"@RequestMapping(value = Array(""/clear-warning""), method = Array(RequestMethod.POST))",
ANY,/comment-message.jsp,/comment-message.jsp,,,,,AddCommentController,showFormTopic,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/comment-message.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""add"",""parameter"":""add"",""type"":""CommentRequest"",""fields"":[""msg"",""nick"",""original"",""password"",""preview"",""replyto"",""topic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"msg,nick,original,password,preview,replyto,topic",,comment-message,src/main/scala/ru/org/linux/comment/AddCommentController.scala,71,"@RequestMapping(path = Array(""/comment-message.jsp""))",
GET,/commit.jsp,/commit.jsp,,,,,EditTopicController,showCommitForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/edit.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],"[{""name"":""form"",""parameter"":""form"",""type"":""EditTopicRequest"",""fields"":[""bonus"",""editorBonus"",""fromHistory"",""images"",""lastEdit"",""linktext"",""minor"",""msg"",""msgid"",""multiselect"",""newPoll"",""poll"",""tags"",""title"",""uploadedImages"",""url""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"bonus,editorBonus,fromHistory,images,lastEdit,linktext,minor,msg,msgid,multiselect,newPoll,poll,tags,title,uploadedImages,url",,edit,src/main/scala/ru/org/linux/topic/EditTopicController.scala,58,"@RequestMapping(value = Array(""/commit.jsp""), method = Array(RequestMethod.GET))",
GET,/delete.jsp,/delete.jsp,,,,,DeleteTopicController,showForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/delete.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,,delete,src/main/scala/ru/org/linux/topic/DeleteTopicController.scala,50,"@RequestMapping(value = Array(""/delete.jsp""), method = Array(RequestMethod.GET))",
POST,/delete.jsp,/delete.jsp,,,,,DeleteTopicController,deleteMessage,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""bonus"",""parameter"":""bonus"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,,action-done,src/main/scala/ru/org/linux/topic/DeleteTopicController.scala,73,"@RequestMapping(value = Array(""/delete.jsp""), method = Array(RequestMethod.POST))",
GET,/delete_comment.jsp,/delete_comment.jsp,,,,,DeleteCommentController,showForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/delete_comment.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]","[{""handler"":""handleUserNotFound"",""exceptions"":[""ScriptErrorException"",""UserErrorException"",""AccessViolationException""],""response_status"":""FORBIDDEN"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,delete_comment,src/main/scala/ru/org/linux/comment/DeleteCommentController.scala,44,"@RequestMapping(value = Array(""/delete_comment.jsp""), method = Array(RequestMethod.GET))",
POST,/delete_comment.jsp,/delete_comment.jsp,,,,,DeleteCommentController,deleteComments,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""},{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/comment-deleted-by-moderator.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""bonus"",""parameter"":""bonus"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""},{""name"":""delete_replys"",""parameter"":""deleteReplys"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]","[{""handler"":""handleUserNotFound"",""exceptions"":[""ScriptErrorException"",""UserErrorException"",""AccessViolationException""],""response_status"":""FORBIDDEN"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,"action-done,comment-deleted-by-moderator",src/main/scala/ru/org/linux/comment/DeleteCommentController.scala,83,"@RequestMapping(value = Array(""/delete_comment.jsp""), method = Array(RequestMethod.POST))",
GET,/delete_image,/delete_image,,,,,DeleteImageController,deleteForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/delete_image.jsp page directive"",""confidence"":""high""}]","[{""name"":""id"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleImageNotFoundException"",""exceptions"":[""ImageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,"image,preparedTopic",delete_image,src/main/scala/ru/org/linux/gallery/DeleteImageController.scala,40,@RequestMapping(method = Array(RequestMethod.GET)),"@RequestMapping(Array(""/delete_image""))"
POST,/delete_image,/delete_image,,,,,DeleteImageController,deleteImage,scala,False,redirect,,[],"[{""name"":""id"",""parameter"":""id"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleImageNotFoundException"",""exceptions"":[""ImageNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/gallery/DeleteImageController.scala,60,@RequestMapping(method = Array(RequestMethod.POST)),"@RequestMapping(Array(""/delete_image""))"
POST,/delip.jsp,/delip.jsp,,,,,DelIPController,delIp,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/delip.jsp page directive"",""confidence"":""high""}]","[{""name"":""reason"",""parameter"":""reason"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""ip"",""parameter"":""ip"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""time"",""parameter"":""time"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""ban_time"",""parameter"":""banTime"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""ban_mode"",""parameter"":""banMode"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,delip,src/main/scala/ru/org/linux/admin/DelIPController.scala,44,"@RequestMapping(value = Array(""/delip.jsp""), method = Array(RequestMethod.POST))",
"GET,HEAD",/deregister.jsp,/deregister.jsp,,,,,DeregisterController,show,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/deregister.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""form"",""parameter"":""form"",""type"":""DeregisterRequest"",""fields"":[""acceptBlock"",""acceptOneway"",""password""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"acceptBlock,acceptOneway,password",,deregister,src/main/scala/ru/org/linux/user/DeregisterController.scala,49,"@RequestMapping(value = Array(""/deregister.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD))",
POST,/deregister.jsp,/deregister.jsp,,,,,DeregisterController,deregister,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""},{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/deregister.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""form"",""parameter"":""form"",""type"":""DeregisterRequest"",""fields"":[""acceptBlock"",""acceptOneway"",""password""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"acceptBlock,acceptOneway,password",,"action-done,deregister",src/main/scala/ru/org/linux/user/DeregisterController.scala,56,"@RequestMapping(value = Array(""/deregister.jsp""), method = Array(RequestMethod.POST))",
