methods,path,spring_path,params,headers,consumes,produces,controller,handler,source_language,response_body,response_kind,response_status,response_content_types,request_params,path_variables,model_attributes,controller_model_attributes,controller_exception_handlers,form_fields,model_keys,view_names,source,line,annotation,class_annotation
POST,/remove-userpic.jsp,/remove-userpic.jsp,,,,,UserModificationController,removeUserpic,scala,False,html-view,,[],"[{""name"":""id"",""parameter"":""user"",""type"":""User"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserModificationController.scala,267,"@RequestMapping(value = Array(""/remove-userpic.jsp""), method = Array(RequestMethod.POST))",
GET,/reset-password,/reset-password,,,,,ResetPasswordController,showCodeForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/reset-password-form.jsp page directive"",""confidence"":""high""}]",[],[],[],[],"[{""handler"":""handleUserError"",""exceptions"":[""UserNotFoundException"",""UserErrorException""],""response_status"":null,""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,reset-password-form,src/main/scala/ru/org/linux/user/ResetPasswordController.scala,47,"@RequestMapping(value = Array(""/reset-password""), method = Array(RequestMethod.GET))",
POST,/reset-password,/reset-password,,,,,ResetPasswordController,resetPassword,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]","[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""code"",""parameter"":""formCode"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleUserError"",""exceptions"":[""UserNotFoundException"",""UserErrorException""],""response_status"":null,""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,,action-done,src/main/scala/ru/org/linux/user/ResetPasswordController.scala,50,"@RequestMapping(value = Array(""/reset-password""), method = Array(RequestMethod.POST))",
ANY,/resolve.jsp,/resolve.jsp,,,,,ResolveController,resolve,scala,False,redirect,,[],"[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""resolve"",""parameter"":""resolved"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/topic/ResolveController.scala,29,"@RequestMapping(Array(""/resolve.jsp""))",
ANY,/sameip.jsp,/sameip.jsp,,,,,SameIPController,sameIP,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/sameip.jsp page directive"",""confidence"":""high""}]","[{""name"":""ip"",""parameter"":""ip"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""mask"",""parameter"":""mask"",""type"":""Int"",""required"":false,""default"":""32"",""source"":""annotation"",""confidence"":""high""},{""name"":""ua"",""parameter"":""userAgent"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""score"",""parameter"":""score"",""type"":""Integer"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""masks"",""provider"":""masks"",""return_type"":""util.List[(String, String)]"",""source"":""controller-model-provider"",""confidence"":""high""},{""name"":""scores"",""provider"":""scores"",""return_type"":""util.List[(String, String)]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,"allowPosting,captchaRequired",sameip,src/main/scala/ru/org/linux/admin/SameIPController.scala,59,"@RequestMapping(Array(""/sameip.jsp""))",
"GET,HEAD",/search.jsp,/search.jsp,,,,,SearchController,search,scala,False,unknown,,[],[],[],"[{""name"":""query"",""parameter"":""query"",""type"":""SearchServiceRequest"",""fields"":[""dt"",""group"",""interval"",""offset"",""q"",""range"",""section"",""sort"",""user"",""usertopic""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]","[{""name"":""sorts"",""provider"":""getSorts"",""return_type"":""java.util.Map[String, String]"",""source"":""controller-model-provider"",""confidence"":""high""},{""name"":""intervals"",""provider"":""getIntervals"",""return_type"":""java.util.Map[SearchInterval, String]"",""source"":""controller-model-provider"",""confidence"":""high""},{""name"":""ranges"",""provider"":""getRanges"",""return_type"":""java.util.Map[SearchEnums.SearchRange, String]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],"dt,group,interval,offset,q,range,section,sort,user,usertopic",,,src/main/scala/ru/org/linux/search/SearchController.scala,56,"@RequestMapping(value = Array(""/search.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD))",
ANY,/section-rss.jsp,/section-rss.jsp,,,,,TopicListController,showRSS,scala,False,feed,,"[{""value"":""application/rss+xml; charset=utf-8"",""source"":""WEB-INF/jsp/section-rss.jsp page directive"",""confidence"":""high""}]","[{""name"":""section"",""parameter"":""sectionId"",""type"":""Int"",""required"":false,""default"":""1"",""source"":""annotation"",""confidence"":""high""},{""name"":""group"",""parameter"":""groupId"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""},{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException"",""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,"group,messages,ptitle,section",section-rss,src/main/scala/ru/org/linux/topic/TopicListController.scala,240,"@RequestMapping(path = Array(""/section-rss.jsp""))",
GET,/setpostscore.jsp,/setpostscore.jsp,,,,,TopicModificationController,showForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/setpostscore.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,setpostscore,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,41,"@RequestMapping(value = Array(""/setpostscore.jsp""), method = Array(RequestMethod.GET))",
POST,/setpostscore.jsp,/setpostscore.jsp,,,,,TopicModificationController,modifyTopic,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""postscore"",""parameter"":""postscore"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""false"",""parameter"":""sticky"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""},{""name"":""false"",""parameter"":""notop"",""type"":""Boolean"",""required"":false,""default"":""false"",""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,action-done,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,51,"@RequestMapping(value = Array(""/setpostscore.jsp""), method = Array(RequestMethod.POST))",
ANY,/show-comments.jsp,/show-comments.jsp,,,,,ShowCommentsController,showComments,scala,False,redirect,,[],"[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""filters"",""provider"":""getFilters"",""return_type"":""java.util.List[DeletedCommentsFilterEnum]"",""source"":""controller-model-provider"",""confidence"":""high""}]","[{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/comment/ShowCommentsController.scala,32,"@RequestMapping(Array(""/show-comments.jsp""))",
"GET,HEAD",/show-replies.jsp,/show-replies.jsp,"!output,!nick",,,,UserEventController,showNotificationsOld,scala,False,redirect-or-view,,[],[],[],[],[],"[{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/user/UserEventController.scala,191,"@RequestMapping(value = Array(""/show-replies.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD), params = Array(""!output"", ""!nick""))",
"GET,HEAD",/show-replies.jsp,/show-replies.jsp,!output,,,,UserEventController,showNotificationsForModerator,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/show-replies.jsp page directive"",""confidence"":""high""}]","[{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":""all"",""source"":""annotation"",""confidence"":""high""},{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""offset"",""parameter"":""offsetRaw"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,show-replies,src/main/scala/ru/org/linux/user/UserEventController.scala,197,"@RequestMapping(value = Array(""/show-replies.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD), params = Array(""!output""))",
"GET,HEAD",/show-replies.jsp,/show-replies.jsp,output,,,,UserEventController,repliesFeed,scala,False,feed,,"[{""value"":""application/rss+xml"",""source"":""AbstractRomeView contentTypes configuration"",""confidence"":""medium""},{""value"":""application/atom+xml"",""source"":""AbstractRomeView contentTypes configuration"",""confidence"":""medium""}]","[{""name"":""output"",""parameter"":""output"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""filter"",""parameter"":""filter"",""type"":""String"",""required"":false,""default"":""all"",""source"":""annotation"",""confidence"":""high""},{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleUserNotFound"",""exceptions"":[""UserNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,feed-type,,src/main/scala/ru/org/linux/user/UserEventController.scala,254,"@RequestMapping(value = Array(""/show-replies.jsp""), method = Array(RequestMethod.GET, RequestMethod.HEAD), params = Array(""output""))",
GET,/show-topics.jsp,/show-topics.jsp,,,,,TopicListController,showUserTopics,scala,False,redirect-or-view,,[],"[{""name"":""nick"",""parameter"":""nick"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""output"",""parameter"":""output"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""GroupNotFoundException"",""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/topic/TopicListController.scala,231,"@RequestMapping(value = Array(""/show-topics.jsp""), method = Array(RequestMethod.GET))",
"GET,HEAD",/tag/{tag},/tag/{tag},!section,,,,TagPageController,tagPage,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tag-page.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""tag"",""parameter"":""tag"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,,tag-page,src/main/scala/ru/org/linux/tag/TagPageController.scala,61,"@RequestMapping(method = Array(RequestMethod.GET, RequestMethod.HEAD))","@RequestMapping(value = Array(""/tag/{tag}""), params = Array(""!section""))"
"GET,HEAD",/tag/{tag},/tag/{tag},section,,,,TagTopicListController,tagFeed,scala,False,redirect-or-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/errors/code404.jsp page directive"",""confidence"":""high""}]","[{""name"":""offset"",""parameter"":""rawOffset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""},{""name"":""section"",""parameter"":""sectionId"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]","[{""name"":""tag"",""parameter"":""tag"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""handler"":""handleNotFoundException"",""exceptions"":[""SectionNotFoundException""],""response_status"":""NOT_FOUND"",""return_type"":null,""source"":""controller-exception-handler"",""confidence"":""high""}]",,"addUrl,addUrlReason,counter,favsCount,ignoreCount,messages,nextLink,offset,offsetNavigation,prevLink,ptitle,section,sectionList,showFavoriteTagButton,showIgnoreTagButton,showUnFavoriteTagButton,showUnIgnoreTagButton,tag,tagTitle,url",errors/code404,src/main/scala/ru/org/linux/topic/TagTopicListController.scala,74,"@RequestMapping( value = Array(""/tag/{tag}""), method = Array(RequestMethod.GET, RequestMethod.HEAD), params = Array(""section""))",
ANY,/tagcloud.boxlet,/tagcloud.boxlet,,,,,TagCloudBoxlet,getData,java,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/boxlets/tagcloud.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,boxlets/tagcloud,src/main/java/ru/org/linux/boxlets/TagCloudBoxlet.java,36,"@RequestMapping(""/tagcloud.boxlet"")",
ANY,/tags,/tags,,,,,TagController,showDefaultTagListHandlertags,scala,False,html-view,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/tag/TagController.scala,40,"@RequestMapping(path = Array(""/tags""))",
ANY,/tags,/tags,term,,,,TagController,showTagListHandlerJSON,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""term"",""parameter"":""term"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/tag/TagController.scala,93,"@RequestMapping(value = Array(""/tags""), params = Array(""term""))",
ANY,/tags.jsp,/tags.jsp,,,,,TagController,oldTagsRedirectHandler,scala,False,unknown,,[],[],[],[],[],[],,,,src/main/scala/ru/org/linux/tag/TagController.scala,83,"@RequestMapping(path = Array(""/tags.jsp""))",
GET,/tags/change,/tags/change,,,,,TagController,changeTagShowFormHandler,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tags-change.jsp page directive"",""confidence"":""high""}]","[{""name"":""firstLetter"",""parameter"":""firstLetter"",""type"":""String"",""required"":false,""default"":"""",""source"":""annotation"",""confidence"":""high""},{""name"":""tagName"",""parameter"":""oldTagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,"firstLetter,tagRequestChange",tags-change,src/main/scala/ru/org/linux/tag/TagController.scala,107,"@RequestMapping(value = Array(""/tags/change""), method = Array(RequestMethod.GET))",
POST,/tags/change,/tags/change,,,,,TagController,changeTagSubmitHandler,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tags-change.jsp page directive"",""confidence"":""high""}]","[{""name"":""firstLetter"",""parameter"":""firstLetter"",""type"":""String"",""required"":false,""default"":"""",""source"":""annotation"",""confidence"":""high""}]",[],"[{""name"":""tagRequestChange"",""parameter"":""tagRequestChange"",""type"":""TagRequest.Change"",""fields"":[""oldTagName"",""tagName""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"oldTagName,tagName",firstLetter,tags-change,src/main/scala/ru/org/linux/tag/TagController.scala,133,"@RequestMapping(value = Array(""/tags/change""), method = Array(RequestMethod.POST))",
GET,/tags/delete,/tags/delete,,,,,TagController,deleteTagShowFormHandler,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tags-delete.jsp page directive"",""confidence"":""high""}]","[{""name"":""firstLetter"",""parameter"":""firstLetter"",""type"":""String"",""required"":false,""default"":"""",""source"":""annotation"",""confidence"":""high""},{""name"":""tagName"",""parameter"":""oldTagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,"firstLetter,synonym,tagRequestDelete",tags-delete,src/main/scala/ru/org/linux/tag/TagController.scala,169,"@RequestMapping(value = Array(""/tags/delete""), method = Array(RequestMethod.GET))",
POST,/tags/delete,/tags/delete,,,,,TagController,deleteTagSubmitHandler,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tags-delete.jsp page directive"",""confidence"":""high""}]",[],[],"[{""name"":""tagRequestDelete"",""parameter"":""request"",""type"":""TagRequest.Delete"",""fields"":[""createSynonym"",""oldTagName"",""tagName""],""source"":""annotation+bean-accessors"",""confidence"":""high""}]",[],[],"createSynonym,oldTagName,tagName","firstLetter,synonym",tags-delete,src/main/scala/ru/org/linux/tag/TagController.scala,193,"@RequestMapping(value = Array(""/tags/delete""), method = Array(RequestMethod.POST))",
ANY,/tags/{firstLetter},/tags/{firstLetter},,,,,TagController,showTagListHandler,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tags.jsp page directive"",""confidence"":""high""}]",[],"[{""name"":""firstLetter"",""parameter"":""firstLetter"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],,"currentLetter,firstLetters,tagcloud,tags",tags,src/main/scala/ru/org/linux/tag/TagController.scala,50,"@RequestMapping(path = Array(""/tags/{firstLetter}""))",
ANY,/top10.boxlet,/top10.boxlet,,,,,TopTenBoxlet,getData,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/boxlets/topiclist.jsp page directive"",""confidence"":""high""}]",[],[],[],[],[],,,boxlets/topiclist,src/main/scala/ru/org/linux/boxlets/TopTenBoxlet.scala,28,"@RequestMapping(path = Array(""/top10.boxlet""))",
ANY,/tracker,/tracker,,,,,TrackerController,tracker,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/tracker-new.jsp page directive"",""confidence"":""high""}]","[{""name"":""filter"",""parameter"":""filterAction"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""offset"",""parameter"":""offset"",""type"":""Int"",""required"":false,""default"":""0"",""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""filters"",""provider"":""getFilter"",""return_type"":""java.util.List[TrackerFilterEnum]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,,tracker-new,src/main/scala/ru/org/linux/tracker/TrackerController.scala,68,"@RequestMapping(path = Array(""/tracker""))",
ANY,/tracker.jsp,/tracker.jsp,,,,,TrackerController,trackerOldUrl,scala,False,redirect-or-view,,[],"[{""name"":""filter"",""parameter"":""filterAction"",""type"":""String"",""required"":false,""default"":""all"",""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""filters"",""provider"":""getFilter"",""return_type"":""java.util.List[TrackerFilterEnum]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,,,src/main/scala/ru/org/linux/tracker/TrackerController.scala,36,"@RequestMapping(path = Array(""/tracker.jsp""))",
GET,/uncommit.jsp,/uncommit.jsp,,,,,TopicModificationController,uncommitForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/uncommit.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,uncommit,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,155,"@RequestMapping(value = Array(""/uncommit.jsp""), method = Array(RequestMethod.GET))",
POST,/uncommit.jsp,/uncommit.jsp,,,,,TopicModificationController,uncommit,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,action-done,src/main/scala/ru/org/linux/topic/TopicModificationController.scala,167,"@RequestMapping(value = Array(""/uncommit.jsp""), method = Array(RequestMethod.POST))",
GET,/undelete,/undelete,,,,,DeleteTopicController,undeleteForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/undelete.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,,undelete,src/main/scala/ru/org/linux/topic/DeleteTopicController.scala,104,"@RequestMapping(value = Array(""/undelete""), method = Array(RequestMethod.GET))",
POST,/undelete,/undelete,,,,,DeleteTopicController,undelete,scala,False,html-view,,"[{""value"":""text/html;charset=UTF-8"",""source"":""WEB-INF/jsp/action-done.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]",[],,,action-done,src/main/scala/ru/org/linux/topic/DeleteTopicController.scala,115,"@RequestMapping(value = Array(""/undelete""), method = Array(RequestMethod.POST))",
GET,/undelete_comment,/undelete_comment,,,,,DeleteCommentController,showUndeleteForm,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/undelete_comment.jsp page directive"",""confidence"":""high""}]","[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]","[{""handler"":""handleUserNotFound"",""exceptions"":[""ScriptErrorException"",""UserErrorException"",""AccessViolationException""],""response_status"":""FORBIDDEN"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,undelete_comment,src/main/scala/ru/org/linux/comment/DeleteCommentController.scala,183,"@RequestMapping(value = Array(""/undelete_comment""), method = Array(RequestMethod.GET))",
POST,/undelete_comment,/undelete_comment,,,,,DeleteCommentController,undelete,scala,False,redirect-or-view,,[],"[{""name"":""msgid"",""parameter"":""msgid"",""type"":""Int"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],"[{""name"":""deleteReasons"",""provider"":""deleteReasons"",""return_type"":""util.List[String]"",""source"":""controller-model-provider"",""confidence"":""high""}]","[{""handler"":""handleUserNotFound"",""exceptions"":[""ScriptErrorException"",""UserErrorException"",""AccessViolationException""],""response_status"":""FORBIDDEN"",""return_type"":""ModelAndView"",""source"":""controller-exception-handler"",""confidence"":""high""}]",,,,src/main/scala/ru/org/linux/comment/DeleteCommentController.scala,203,"@RequestMapping(value = Array(""/undelete_comment""), method = Array(RequestMethod.POST))",
"GET,HEAD",/user-filter,/user-filter,,,,,UserFilterController,showList,scala,False,html-view,,"[{""value"":""text/html; charset=utf-8"",""source"":""WEB-INF/jsp/user-filter-list.jsp page directive"",""confidence"":""high""}]","[{""name"":""newFavoriteTagName"",""parameter"":""newFavoriteTagName"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""},{""name"":""newIgnoreTagName"",""parameter"":""newIgnoreTagName"",""type"":""String"",""required"":false,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,"favoriteTags,ignoreList,ignoreRemarks,ignoreTags,isModerator,newFavoriteTagName,newIgnoreTagName",user-filter-list,src/main/scala/ru/org/linux/user/UserFilterController.scala,34,"@RequestMapping(value = Array(""/user-filter""), method = Array(RequestMethod.GET, RequestMethod.HEAD))",
POST,/user-filter/favorite-tag,/user-filter/favorite-tag,add,,,,UserFilterController,favoriteTagAddHTML,scala,False,redirect-or-view,,[],"[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,favoriteTagAddError,,src/main/scala/ru/org/linux/user/UserFilterController.scala,105,"@RequestMapping(value = Array(""/user-filter/favorite-tag""), method = Array(RequestMethod.POST), params = Array(""add""))",
POST,/user-filter/favorite-tag,/user-filter/favorite-tag,add,Accept=application/json,,,UserFilterController,favoriteTagAddJSON,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,127,"@RequestMapping(value = Array(""/user-filter/favorite-tag""), method = Array(RequestMethod.POST), params = Array(""add""), headers = Array(""Accept=application/json""))",
POST,/user-filter/favorite-tag,/user-filter/favorite-tag,del,,,,UserFilterController,favoriteTagDel,scala,False,redirect-or-view,,[],"[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,148,"@RequestMapping(value = Array(""/user-filter/favorite-tag""), method = Array(RequestMethod.POST), params = Array(""del""))",
POST,/user-filter/favorite-tag,/user-filter/favorite-tag,del,Accept=application/json,,,UserFilterController,favoriteTagDelJSON,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,162,"@RequestMapping(value = Array(""/user-filter/favorite-tag""), method = Array(RequestMethod.POST), params = Array(""del""), headers = Array(""Accept=application/json""))",
POST,/user-filter/ignore-tag,/user-filter/ignore-tag,add,,,,UserFilterController,ignoreTagAdd,scala,False,redirect-or-view,,[],"[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,ignoreTagAddError,,src/main/scala/ru/org/linux/user/UserFilterController.scala,175,"@RequestMapping(value = Array(""/user-filter/ignore-tag""), method = Array(RequestMethod.POST), params = Array(""add""))",
POST,/user-filter/ignore-tag,/user-filter/ignore-tag,add,Accept=application/json,,,UserFilterController,ignoreTagAddJSON,scala,True,json,,"[{""value"":""application/json"",""source"":""@ResponseBody Json + configured message converter"",""confidence"":""medium""}]","[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,202,"@RequestMapping(value = Array(""/user-filter/ignore-tag""), method = Array(RequestMethod.POST), params = Array(""add""), headers = Array(""Accept=application/json""))",
POST,/user-filter/ignore-tag,/user-filter/ignore-tag,del,,,,UserFilterController,ignoreTagDel,scala,False,redirect-or-view,,[],"[{""name"":""tagName"",""parameter"":""tagName"",""type"":""String"",""required"":true,""default"":null,""source"":""annotation"",""confidence"":""high""}]",[],[],[],[],,,,src/main/scala/ru/org/linux/user/UserFilterController.scala,230,"@RequestMapping(value = Array(""/user-filter/ignore-tag""), method = Array(RequestMethod.POST), params = Array(""del""))",
